WORD,DEF
pavot,[pavo] nm : poppy
payable,[pεjabl] adj : payable
"payant, payante","[pεjᾶ, -jᾶt] adj 1 : paying 2 : for which one pays <télé payante : pay-TV>"
paye,[pεj] paie
payement,[pεmᾶ] ▶ paiement
payer,"[peje] vt {CONJUGATION 11} 1 : to pay, to pay for 2 fam : to buy <je lui ai payé un verre : I bought him a drink> 3 : to pay for, to suffer the consequences of 4 : to cover (one's expenses, etc.) vi : to pay <un métier qui paie bien : a well-paying job> se payer vr 1 : to have to be paid for 2 : to treat oneself"
pays,"[pei] nm 1 : country 2 : region, area <du pays : local> 3 : village 4 : people (of a country) <s'adresser au pays : to address the nation>"
paysage,"[peizaʒ] nm : scenery, landscape"
paysagiste,[peizaʒist] nm 1 : landscape painter 2 : landscape gardener
"paysan 1, -sanne","[peizᾶ, -zan] adj 1 : agricultural, farming 2 : rural, rustic paysan 2, -sanne n 1 : small farmer 2 : peasant"
péage,[peaʒ] nm 1 : toll 2 : tollbooth
peau,"[po] nf, pl peaux 1 (human) skin <être bien dans sa peau : to be at peace with oneself> 2 : hide, pelt <peau de mouton : sheepskin> <peau de daim : buckskin> <gants de peau : leather gloves> 3 : peel, rind, skin (of fruits or vegetables)"
peaufiner,"[pofine] vt : to put the finishing touches on, to perfect"
pécan or pecan,"[pekᾶ] nm, France or noix de pécan : pecan"
peccadille,[pεkadij] nf : peccadillo
pêche,[pε∫] nf 1 : peach 2 : fishing 3 : catch <une bonne pêche : a good catch of fish>
péché,[pe∫e] nm : sin
pécher,[pe∫e] vi {CONJUGATION 87} : to sin
pêcher 1,"[pε∫e] vt 1 : to fish for 2 fam : to get, to unearth vi : to fish <pêcher à la ligne : to angle>"
pêcher 2,[pε∫œr] nm : peach tree
pêcherie,"[pε∫ri] nf 1 : fishery, fishing ground 2 : fish processing factory"
"pécheur, -cheresse","[pe∫œr, -∫rεs] n : sinner"
"pêcheur, -cheuse","[pε∫œr, -∫øz] n 1 : fisherman 2 pêcheur à la ligne : angler"
pectine,[pεktin] nf : pectin
"pectoral 1, -rale","[pεktɔral] adj, mpl -raux [-ro] 1 : pectoral 2 : cough <sirop pectoral : cough syrup>"
pectoraux,[pεktɔro] nmpl : pectoral muscles
pécule,[pekyl] nm économies : savings pl
pécuniaire,[pekynjεr] adj financier : financial
pécuniairement,[-njεrmᾶ] adv
pédagogie,"[pedagɔʒi] nf 1 : education, pedagogy 2 : teaching skill"
pédagogique,"[pedagɔʒik] adj : educational, teaching <formation pédagogique : teacher training>"
pédagogue,"[pedagɔg] nmf : educator, teacher"
pédale,[pedal] nf : pedal
pédaler,[pedale] vi : to pedal
pédalier,[pedalje] nm 1 : drive mechanism (of a bicycle) 2 : pedals pl (of an organ)
pédalo,[pedalo] nm : pedal boat
"pédant 1, -dante","[pedᾶ, -dᾶt] adj : pedantic pédant 2, -dante n : pedant"
pédantisme,[pedᾶtism] nm : pedantry
pédestre,[pedεstr] adj : on foot <randonnée pédestre : hike>
pédiatre,[pedjatr] nmf : pediatrician
pédiatrie,[pedjatri] nf : pediatrics
pédiatrique,[pedjatrik] adj : pediatric
pédicure,[pedikyr] nmf : chiropodist
pedigree,[pedigre] nm : pedigree
pègre,[pεgr] nf (criminal) underworld
peignait,"[pεɲε] peignions [pεɲɔ̃] , etc. ▶ peindre"
peigne 1,"[pεɲ] , etc. ▶ peindre"
peigne 2,[pεɲ] nm : comb
peigner,[peɲe] vt 1 : to comb 2 : to card (fibers) se peigner vr : to comb one's hair
peignoir,"[pεɲwar] nm : bathrobe, dressing gown"
peignure,"[pεɲyr] nf, Can fam : hairdo, hairstyle"
peindre,"[pɛ̃dr] vt {CONJUGATION 37} 1 : to paint 2 : to depict, to portray vi : to paint se peindre vr : to show, to manifest itself"
peine,"[pεn] nf 1 : sorrow, sadness 2 : trouble, effort <se donner la peine de : to take the trouble to> <ce n'est pas la peine : it's not worth the effort, never mind, forget it> 3 : difficulty <sans peine : easily> 4 : punishment, penalty <peine capitale : capital punishment> 5 à ~ : hardly, just, barely"
peiner,"[pene] vt ▶ attrister : to distress, to sadden vi 1 : to have trouble, to struggle 2 : to strain, to labor (of an engine, etc.)"
peintre,[pɛ̃tr] nm : painter
peinture,"[pɛ̃tyr] nf 1 : paint 2 : painting, picture 3 : painting <elle fait de la peinture à l'huile : she paints in oil>"
peinturer,"[pɛ̃tyre] vt, Can : to paint <peinturer la maison : to paint the house>"
peinturlurer,[pɛ̃tyrlure] vt : to daub (with paint)
"péjoratif, -tive","[peʒɔratif, -tiv] adj : pejorative, derogatory"
péjorativement,[-tivmᾶ] adv
pelage,"[pəlaʒ] nm : coat, fur (of an animal)"
"pelé, -lée","[pəle] adj 1 : hairless, bald 2 : bare, barren"
pêle-mêle,"[pεlmεl] adv : every which way, pell-mell"
peler,[pəle] v {CONJUGATION 20} : to peel
"pèlerin, -rine",[pεlrɛ̃] n : pilgrim
pèlerinage,[pεlrinaʒ] nm : pilgrimage
pèlerine,[pεlrin] nf : cape
pélican,[pelikᾶ] nm : pelican
pellagre,[pεlagr] nf : pellagra
pelle,[pεl] nf 1 : shovel 2 pelle à poussière : dustpan
pelletée,[pεlte] nf : shovelful
pelleter,[pεlte] vt {CONJUGATION 8} : to shovel
pelleteuse,"[pεltøz] nf : power shovel, excavator"
pellicule,"[pelikyl] nf 1 (photographic) film 2 : thin layer, film 3 pellicules nfpl : dandruff"
pelote,"[pəlɔt] nf 1 : ball (of string, thread, yarn, etc.) 2 : pincushion 3 pelote de neige Cansnowball"
peloter,"[pəlɔte] vt, fam : to grope, to paw, to fondle vi fam : to neck"
peloton,"[plɔtɔ̃] nm 1 : group <peloton de tête : front runners, leaders of the pack> 2 : squad, platoon <peloton d'exécution : firing squad>"
pelotonner,"[pəlɔtɔne] v se pelotonner vr : to curl up (into a ball), to snuggle"
pelouse,"[pəluz] nf 1 : lawn, grass 2 : field (in sports)"
peluche,"[pəly∫] nf 1 : plush 2 (piece of) fluff, lint 3 or animal en peluche : stuffed animal, soft toy"
"pelucheux, -cheuse","[pəly∫ø, -∫øz] adj : fluffy"
pelure,"[pəlyr] nf : peel, skin (of an apple, etc.)"
"pelvien, -vienne","[pεlvjɛ̃, -vjεn] adj : pelvic"
pelvis,[pεlvis] nm : pelvis
"pénal, -nale","[penal] adj, mpl pénaux [peno] : penal"
pénalisation,[penalizasjɔ̃] nf : penalty (in sports)
pénaliser,[penalize] vt : to penalize
pénalité,[penalite] nf : penalty (in sports)
"penaud, -naude","[pəno, -nod] adj : sheepish"
penchant,"[pᾶ∫ᾶ] nm : tendency, inclination"
pencher,"[pᾶ∫e] vt ▶ incliner : to tilt, to tip vi 1 : to slant, to lean 2 ~ pour : to incline towards, to favor se pencher vr 1 : to hunch over, to bend (down) 2 ~ sur : to look into, to examine"
pendaison,[pᾶdεzɔ̃] nf 1 : hanging 2 pendaison de crémaillère : housewarming
"pendant 1, -dante","[pᾶdᾶ, -dᾶt] adj 1 : hanging, dangling 2 : pending pendant 2 nm 1 or pendant d'oreille : drop earring 2 : counterpart, matching piece pendant 3 prep 1 : during, for <pendant l'été : during the summer> <travailler pendant des heures : to work for hours> 2 pendant que : while <pendant que vous y êtes : while you're at it>"
pendentif,[pᾶdᾶtif] nm : pendant
penderie,"[pᾶdri] nf : closet, wardrobe"
pendre,"[pᾶdr] vt {CONJUGATION 63} 1 ▶ suspendre : to hang, to suspend 2 : to hang (someone) vi 1 : to hang 2 : to hang down, to sag se pendre vr : to hang oneself"
pendule 1,[pᾶdyl] nm : pendulum pendule 2 nf : clock
pêne,[pεn] nm : bolt (of a lock)
"pénétrant, -trante","[penetrᾶ, -trᾶt] adj 1 : penetrating, piercing 2 : shrewd, perceptive"
pénétration,"[penetrasjɔ̃] nf 1 : penetration 2 : perception, insight"
"pénétré, -trée","[penetre] adj : earnest, intense <être pénétré de son importance : to be full of one's own importance>"
pénétrer,"[penetre] vt {CONJUGATION 87} 1 ▶ imprégner : to penetrate, to soak into 2 ▶ comprendre : to fathom, to understand vi 1 s'enfoncer : to penetrate, to sink in 2 s'introduire : to enter, to penetrate"
pénible,"[penibl] adj 1 : painful, distressing 2 ▶ ardu : difficult, arduous"
péniblement,"[penibləmᾶ] adv 1 : with difficulty, laboriously 2 : barely, just about"
péniche,[peni∫] nf 1 : barge 2 péniche aménagée : houseboat
pénicilline,[penisilin] nf : penicillin
péninsule,[penɛ̃syl] nf : peninsula
péninsulaire,[-sylεr] adj
pénis,[penis] nm : penis
pénitence,"[penitᾶs] nf 1 : penitence, repentance 2 : punishment"
pénitencier,[penitᾶsje] nm : penitentiary
"pénitent 1, -tente","[penitᾶ, -tᾶt] adj : penitent, repentant pénitent 2, -tente n : penitent"
pénitentiaire,[penitᾶsjεr] adj : penal
penne,"[pεn] nf : quill, quill pen"
pénombre,[penɔ̃br] nf : half-light
pense-bête,"[pᾶsbεt] nm, pl pense-bêtes [-bεt] : reminder"
pensée,[pᾶse] nf 1 : thought 2 : mind <en pensée : in one's mind> 3 : thinking <pensée claire : clear thinking> 4 : pansy
penser,"[pᾶse] vt 1 : to think <penser du bien de : to think well of> <qu'en pensez-vous? : what do you think about it?> 2 : to believe, to suppose <penser que oui : to think so> <je pense qu'elle a raison : I think she's right> 3 : to intend, to plan on <il pense sortir : he intends to go out> vi 1 : to think 2 ~ à : to think about <penser au passé : to think about the past>"
"penseur, -seuse","[pᾶsœr, -søz] n : thinker"
"pensif, -sive","[pᾶsif, -siv] adj ▶ méditatif : pensive, thoughtful"
pension,[pᾶsjɔ̃] nf 1 : pension <pension alimentaire : alimony> 2 : boardinghouse 3 : room and board
pensionnaire,"[pᾶsjɔnεr] nmf : boarder, roomer"
pensionnat,[pᾶsjɔna] nm : boarding school
pensivement,"[pᾶsivmᾶ] adv : pensively, thoughtfully"
pentagone,[pɛ̃tagɔn] nm : pentagon
pentagonal,[-gɔnal] adj
pente,[pᾶt] nf 1 : slope 2 en ~ : sloping
Pentecôte,[pᾶtkot] nf : Pentecost
pénurie,"[penyri] nf : shortage, scarcity"
péon,[peɔ̃] nm : peon
pépé,"[pepe] nm, France fam : grandpa"
pépère 1,"[pepεr] adj, fam : quiet, easy pépère 2 nm, fam 1 : chubby boy 2 : old-timer 3 : grandpa"
pépiement,"[pepimᾶ] nm : peep, peeping"
pépier,"[pepje] vi {CONJUGATION 96} : to chirp, to tweet, to peep"
pépin,"[pepɛ̃] nm 1 : pip, seed 2 fam : snag, hitch"
pépinière,[pepinjεr] nf 1 (tree) nursery 2 : breeding ground
pépite,[pepit] nf : nugget
"péquenaud, -naude","[pekno, -nod] n, France fam : yokel, bumpkin"
percale,[pεrkal] nf : percale
"perçant, -çante","[pεrsᾶ, -sᾶt] adj 1 : piercing, shrill 2 : sharp, keen <vue perçante : keen eyesight>"
percée,"[pεrse] nf 1 : opening, gap 2 : breakthrough, discovery"
perce-neige,[pεrsənεʒ] nmfs & pl : snowdrop
perce-oreille,"[pεrsɔrεj] nm, pl perce-oreilles [-ɔrεj] : earwig"
percepteur,[pεrsεptœr] nm : tax collector
perceptible,"[pεrsεptibl] adj : perceptible, noticeable"
perception,[pεrsεpsjɔ̃] nf 1 : perception 2 ▶ recouvrement : collection (of taxes)
percer,"[pεrse] vt {CONJUGATION 6} 1 : to pierce 2 : to open up, to build (a road, etc.) 3 ▶ pénétrer : to fathom, to penetrate 4 percer ses dents : to be teething vi 1 : to break through (of the sun) 2 : to come through (of a tooth)"
perceuse,[pεrsøz] nf : drill
percevable,"[pεrsəvabl] adj : collectable, payable"
percevoir,"[pεrsəvwar] vt {CONJUGATION 26} 1 : to perceive, to sense 2 ▶ recouvrer : to receive (money, etc.), to collect (taxes)"
perche,"[pεr∫] nf 1 : pole 2 : perch, bass (fish)"
percher,[pεr∫e] vi : to perch se percher vr : to roost
perchoir,"[pεr∫war] nm : perch, roost"
"perclus, -cluse","[pεrkly, -klyz] adj ~ de : crippled with"
perçoit,"[pεrswa] perçoive [pεrswav] , etc. ▶ percevoir"
percolateur,[pεrkɔlatœr] nm : percolator
perçu,[pεrsy] pp ▶ percevoir
percussion,[pεrkysjɔ̃] nf : percussion
percussionniste,[-kysjɔnist] nmf
"percutant, -tante","[pεrkytᾶ, -tᾶt] adj : forceful, striking"
percuter,"[pεrkyte] vt : to strike, to crash into vi 1 : to explode 2 ~ contre : to crash into"
"perdant 1, -dante","[pεrdᾶ, -dᾶt] adj : losing perdant 2, -dante n : loser"
perdition,[pεrdisjɔ̃] nf 1 : perdition 2 en ~ : in distress
perdre,"[pεrdr] vt {CONJUGATION 63} 1 : to lose 2 : to waste <perdre son temps : to waste one's time> 3 ▶ manquer : to miss 4 : to ruin (one's reputation, etc.) vi : to lose se perdre vr 1 : to get lost, to disappear 2 : to get lost, to lose one's way"
perdreau,"[pεrdro] nm, pl perdreaux (young) partridge"
perdrix,[pεrdri] nfs & pl : partridge
"perdu, -due","[pεrdy] adj 1 : lost 2 : wasted 3 : ruined 4 : spare, free <à mes moments perdus : in my spare time> 5 : isolated, remote"
père,"[pεr] nm 1 : father 2 pères nmpl : ancestors, forefathers"
pérégrinations,[peregrinasjɔ̃] nfpl : travels
péremptoire,[perᾶptwar] adj : peremptory
péréquation,"[perekwasjɔ̃] nf : equalization, adjustment (in finance)"
perfectible,[pεrfεktibl] adj : perfectible
perfection,"[pεrfεksjɔ̃] nf 1 : perfection 2 à la perfection : to perfection, perfectly"
"perfectionné, -née","[pεrfεksjɔne] adj : advanced, sophisticated"
perfectionnement,"[pεrfεksjɔnmᾶ] nm : perfecting, improvement"
perfectionner,"[pεrfεksjɔne] vt : to perfect, to improve se perfectionner vr"
perfectionnisme,[pεrfεksjɔnism] nm : perfectionism
perfectionniste 1,"[pεrfεksjɔnist] adj : perfectionist, perfectionistic perfectionniste 2 nmf : perfectionist"
perfide,"[pεrfid] adj : treacherous, perfidious"
perfidement,[-fidmᾶ] adv
perfidie,[pεrfidi] nf : treachery
perforation,[pεrfɔrasjɔ̃] nf : perforation
perforer,"[pεrfɔre] vt ▶ percer : to perforate, to pierce"
performance,[pεrfɔrmᾶs] nf 1 : performance 2 : achievement
"performant, -mante","[pεrfɔrmᾶ, -mᾶt] adj 1 : high-performance (of machines, etc.) 2 : high-return (of investments)"
péricliter,[periklite] vi : to decline sharply
péril,"[peril] nm : peril, danger <au péril de sa vie : at the risk of one's life>"
"périlleux, -leuse","[perijø, -jøz] adj : perilous"
périlleusement,[-jøzmᾶ] adv
"périmé, -mée","[perime] adj 1 : outdated 2 : out-of-date, expired"
périmètre,[perimεtr] nm : perimeter
période,"[perjɔd] nf 1 : period, time 2 par périodes : periodically, from time to time"
périodique 1,[perjɔdik] adj 1 : periodic (in science) 2 : periodical 3 : recurring périodique 2 nm : periodical
périodiquement,[perjɔdikmᾶ] adv : periodically
péripétie,"[peripesi] nf : incident, event"
périphérie,"[periferi] nf 1 : periphery, circumference 2 : outskirts pl"
périphérique 1,[periferik] adj 1 : peripheral 2 : outlying périphérique 2 nm : peripheral (in computer science)
périple,[peripl] nm : journey
périr,[perir] vi : to perish
périscope,[periskɔp] nm : periscope
périssable,[perisabl] adj : perishable
perle,"[pεrl] nf 1 : pearl, bead 2 : gem, treasure, paragon 3 : drop <perle de sang : drop of blood> 4 fam : howler, blunder"
"perlé, -lée",[pεrle] adj 1 : pearly 2 : beaded
perler,[pεrle] vi : to form in droplets
permanence,"[pεrmanᾶs] nf 1 : permanence 2 en ~ : permanently, without interruption 3 être de permanence : to be on duty"
"permanent 1, -nente","[pεrmanᾶ, -nᾶt] adj 1 : permanent 2 : constant permanent 2, -nente n : permanent employee or member permanente nf : permanent, perm"
perméable,[pεrmeabl] adj 1 : permeable 2 ~ à : receptive to
permettre,"[pεrmεtr] vt {CONJUGATION 53} 1 : to allow, to permit 2 : to enable, to make possible se permettre vr 1 : to allow oneself 2 ~ de : to take the liberty of"
permis,"[pεrmi] nm ▶ licence : license, permit <permis de conduire : driver's license>"
"permissif, -sive","[pεrmisif, -siv] adj : permissive"
permission,[pεrmisjɔ̃] nf 1 : permission 2 : leave (in the military)
permissivité,[pεrmisivite] nf : permissiveness
permutation,[pεrmytasjɔ̃] nf 1 : permutation 2 : exchange (of jobs)
permuter,"[pεrmyte] vt : to exchange, to switch around vi : to switch places"
"pernicieux, -cieuse","[pεrnisjø, -sjøz] adj : pernicious"
pernicieusement,[-sjøzmᾶ] adv
péroné,[perɔne] nm : fibula
pérorer,"[perɔre] vi : to declaim, to hold forth"
peroxyde,[pεrɔksid] nm : peroxide <peroxyde d'hydrogène : hydrogen peroxide>
perpendiculaire,[pεrpᾶdikylεr] adj : perpendicular
perpendiculairement,[-lεrmᾶ] adv
perpétration,"[pεrpetrasjɔ̃] nf : perpetration (of a crime, etc.)"
perpétrer,[pεrpetre] vt {CONJUGATION 87} : to perpetrate
"perpétuel, -tuelle","[pεrpetɥεl] adj 1 : perpetual 2 : permanent, for life"
perpétuellement,"[pεrpetɥεlmᾶ] adv : constantly, perpetually"
perpétuer,[pεrpetɥe] vt ▶ éterniser : to perpetuate
